review_text,rating,word_count,is_fake,is_duplicate,emojis,sentiment,scores,compound,label,review_len,detected_lang
Worst product ever,1.0,3,0,1,,Negative,"{'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,3,English
"डिस्काउंट मध्ये मिळालं, मस्त डील होती.",5.0,6,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6,Marathi
Good Product & Lowest Price ever only @ Flipkart,5.0,9,0,1,,Positive,"{'neg': 0.248, 'neu': 0.476, 'pos': 0.276, 'compound': 0.0772}",0.0772,2,9,English
Four Stars,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,English
happy with the product and flipcart service.,4.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,2,7,English
BAJAJ DX 2 L/W 600,4.0,5,0,1,,Positive,"{'neg': 0.612, 'neu': 0.388, 'pos': 0.0, 'compound': -0.694}",-0.694,2,5,Other/Mixed
Poor value for money.,3.0,4,0,1,,Negative,"{'neg': 0.413, 'neu': 0.267, 'pos': 0.32, 'compound': -0.1779}",-0.1779,0,4,English
Good product under budget,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4,English
इस्तेमाल करने में आसान और हल्का है।,4.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7,Hindi
स्पेस खूप कमी आहे आतमध्ये.,2.0,5,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5,Marathi
Poor,1.0,1,0,1,,Negative,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,1,Other/Mixed
don't buy,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,English
We got rid of the maid right away *****,5.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,9,English
Catvision settop box,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3,English
Good cooler,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2,English
awwwwwwwwsome Ã°ÂÂÂ,5.0,2,1,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,Other/Mixed
हमेशा की तरह बेस्ट सर्विस और प्रोडक्ट।,5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7,Hindi
Nice Product and very fast delivery,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.4215,2,6,English
Brilliant (Must have product in kitchen),5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.5859}",0.5859,2,6,English
Good buy,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2,Other/Mixed
Nice Mixer,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,2,2,Other/Mixed
Highly recommended....,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,English
Good Router!!!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.209, 'pos': 0.791, 'compound': 0.5826}",0.5826,2,2,English
Switch has stopped working,1.0,4,0,1,,Negative,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.2263}",-0.2263,0,4,English
Wonderful product and quick delivery.,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,2,5,English
Worst experience ever!,1.0,3,0,1,,Negative,"{'neg': 0.687, 'neu': 0.313, 'pos': 0.0, 'compound': -0.6588}",-0.6588,0,3,English
Genunie product worth the money!!!,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.4168}",0.4168,2,5,English
Artesia Folding Sheesham Wood Relaxing Chair,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}",0.4939,2,6,English
Best product for the price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,2,5,English
Nice product,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,2,2,Other/Mixed
poor installation & demo,4.0,4,0,1,,Positive,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,2,4,English
availability,1.0,1,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,1,Other/Mixed
Only one RAM slot,3.0,4,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,4,English
Thank u filipkart,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,2,3,Other/Mixed
"आंख बंद करके खरीद लो, बेस्ट है।",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7,Hindi
"डिस्काउंट में मिला, पैसा वसूल डील थी।",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7,Hindi
Capacity is too low,2.0,4,0,1,,Negative,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0,4,English
one of the best inverter,3.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,2,5,English
Brilliantly ball,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.2, 'pos': 0.8, 'compound': 0.6124}",0.6124,2,2,English
"Best in its class, borderless with IPS Panel.",5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,2,8,English
Thik hi hai,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3,Other/Mixed
Nice Product....,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,2,2,English
Absolute rubbish!NOT GOOD,1.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 0.338, 'pos': 0.662, 'compound': 0.6027}",0.6027,0,3,English
awwwwwwwwsome ÃÂ°ÃÂÃÂÃÂ,5.0,2,1,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,Other/Mixed
Good but expensive 💸🤔,3.0,4,0,0,💸🤔,Positive,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.2382}",0.2382,2,4,English
Super! Great deal and quality,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.266, 'pos': 0.734, 'compound': 0.8516}",0.8516,2,5,English
Just wow! Great Product,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.8478}",0.8478,2,4,English
Fantastic,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",0.5574,2,1,Other/Mixed
BEST PRODUCT AND BEST BUY,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.8555}",0.8555,2,5,Other/Mixed
Very usefull Product,3.0,3,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,3,English
Go for it without any second thoughts!,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7,English
"साधा प्रॉडक्ट आहे, काही खास नाही.",3.0,6,0,0,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,6,Marathi
Good for the price,3.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4,English
50 - 50,3.0,3,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,3,English
Does it's job,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3,English
Disappointed,4.0,1,0,1,,Positive,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,2,1,English
Excellent product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,2,Other/Mixed
Happy with it,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,2,3,English
"Value for money, highly recommended! 😊👍",5.0,6,0,0,😊👍,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5838}",0.5838,2,6,English
Worth,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",0.2263,2,1,English
बैटरी बैकअप बहुत कम है इसका।,2.0,6,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6,Hindi
SUPERB,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,2,1,Other/Mixed
"Big, sturdy, worth the price",5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.2263}",0.2263,2,5,English
Awesome M1 chip air,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,2,4,English
Value for money product,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.34,2,4,English
Good product. Recommended,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.175, 'pos': 0.825, 'compound': 0.5719}",0.5719,2,3,English
"Easy to assemble, super comfortable!",5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.161, 'pos': 0.839, 'compound': 0.8858}",0.8858,2,5,English
Awesome Product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2,English
Good product by Hero,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.235, 'pos': 0.765, 'compound': 0.7579}",0.7579,2,4,English
Great product.,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2,English
वापरण्यास सोपे आणि हलके आहे.,4.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5,Marathi
Feedback,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1,English
Stop selling this. and stop buying this.,1.0,7,0,1,,Negative,"{'neg': 0.468, 'neu': 0.532, 'pos': 0.0, 'compound': -0.5267}",-0.5267,0,7,English
Received broken plate and bowl,2.0,5,0,1,,Negative,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,5,English
Every Penny Worth for this Product Awesome Product @ Awesome,5.0,10,0,1,,Positive,"{'neg': 0.0, 'neu': 0.373, 'pos': 0.627, 'compound': 0.8779}",0.8779,2,10,English
This Product is very good and Taste Enhancer works perfect..,5.0,10,0,1,,Positive,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4927}",0.4927,2,10,English
Best one at this price range,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,2,6,English
Excellent service from Flipkart,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,2,4,English
"बढ़िया काम कर रहा है, highly recommended!",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.3367}",0.3367,2,7,Hindi + English (Mixed)
"एकदम झकास, बहुत बढ़िया लगा!",5.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5,Hindi
Good choice always,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,2,3,English
Insurance more charges paid .,3.0,5,0,1,,Negative,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.3384}",-0.3384,0,5,Other/Mixed
"डिस्प्ले चांगला नाही, डोळ्यांना त्रास होतो.",2.0,6,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6,Marathi
Good Product Quick Delivery,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4,English
"Mixing, Grinding, chopping FANTASTIC. Shredding not so GREAT",3.0,8,0,1,,Negative,"{'neg': 0.318, 'neu': 0.396, 'pos': 0.286, 'compound': -0.1239}",-0.1239,0,8,English
Nice product with free installation service,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.396, 'pos': 0.604, 'compound': 0.7269}",0.7269,2,6,English
EXCELLENT PRODUCT FROM AGARO,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,2,4,English
Very bad. It got burnt from the inside after 2 times.,1.0,11,0,1,,Negative,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.5849}",-0.5849,0,11,English
Product changed,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2,English
Happy wife,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,2,English
Not a premium product...,3.0,4,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,4,Other/Mixed
Awesome product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2,English
Pls refund the amount and take your machine back,1.0,9,0,1,,Negative,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}",0.0772,0,9,English
"Recommended, Nice Product, Fast Delivery. Worth for money.",5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.6705}",0.6705,2,8,English
ठीक है पर लंबे समय तक चलेगा या नहीं पता नहीं।,3.0,11,0,0,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,11,Hindi
BEST PRODUCT ! BEST PRICE ! JUST  GO FOR IT !,5.0,11,0,1,,Positive,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.8827}",0.8827,2,11,English
inalsa food processor,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3,English
"Not DIY, buy at your own discretion",2.0,7,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7,English
okay,3.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",0.2263,2,1,Other/Mixed
"नेक्स्ट डे डिलिव्हरी मिळाली, अमेझिंग!",5.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5,Marathi
Superb!,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6588}",0.6588,2,1,Other/Mixed
वॉरंटी कार्ड साथ में नहीं मिला।,2.0,6,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6,Hindi
Good Grinder,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2,Other/Mixed
"Worst experience, काम नाही करत हे नीट, don't buy.",1.0,9,0,0,,Negative,"{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,9,English
West money,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2,English
Bad choice,2.0,2,0,1,,Negative,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0,2,English
Waste of money,1.0,3,0,1,,Negative,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}",-0.4215,0,3,English
Literally life changing!,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3,English
Not worth the money. The quality is poor and it stopped working after a week. 😞💔,2.0,16,0,0,😞💔,Negative,"{'neg': 0.357, 'neu': 0.643, 'pos': 0.0, 'compound': -0.6874}",-0.6874,0,16,English
Good toy.,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2,English
Heating Issue,2.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2,English
Awesome purchase,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2,English
बटण नीट काम करत नाहीत.,2.0,5,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5,Marathi
Very useful product,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,2,3,English
Wonderful milton no-1 brond superb,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.8316}",0.8316,2,5,English
"खूपच खराब प्रॉडक्ट, पैसे वाया गेले! 👎",1.0,7,0,0,👎,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7,Marathi
Not worth the price. The quality is poor and it broke after a week of use. 😞💔,2.0,17,0,0,😞💔,Negative,"{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.7626}",-0.7626,0,17,English
Pretty good but non steady due to length mismatch of legs.,4.0,11,0,1,,Positive,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4678}",0.4678,2,11,English
grind to your hearts content,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5,English
Worthless,1.0,1,0,1,,Negative,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0,1,English
Biggest mistake of my life!,1.0,5,0,1,,Negative,"{'neg': 0.402, 'neu': 0.598, 'pos': 0.0, 'compound': -0.4003}",-0.4003,0,5,English
Best buy. Perfect for daily needs,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.336, 'pos': 0.664, 'compound': 0.836}",0.836,2,6,English
PTZ Camera,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,Other/Mixed
Good and easy to use.,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",0.7003,2,5,English
Excellent. Must Buy,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,2,3,Other/Mixed
Super! quality,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.193, 'pos': 0.807, 'compound': 0.636}",0.636,2,2,Other/Mixed
Good product,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2,English
Over all good product,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4,English
"Mind blowing Machine with all in(Mixing, Chopping, Grinding)",5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,8,English
Nice Juicer.,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,2,2,English
CHEATED,1.0,1,0,1,,Negative,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",-0.5106,0,1,English
Best Choice Dry-Iron for Hostel and/or PG students,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,2,8,English
Absolute rubbish!,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2,English
Product & Delivery was awsome but for demo we have to pay,4.0,12,0,1,,Positive,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.1531}",-0.1531,2,12,English
Good 360 rotation product,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4,English
Almost Good,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.277, 'pos': 0.723, 'compound': 0.3832}",0.3832,2,2,English
"Ekdam bakwas quality, paise fukat gele 😡👎",1.0,7,0,0,😡👎,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7,English
GOOD PRICE ...EXCELLENT PRODUCT,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4,Other/Mixed
My Dishwasher- Neptune VX,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4,English
Nice for kids and teens !!,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.5242}",0.5242,2,6,English
"A good, reliable, Sine wave invertor.",4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,2,6,English
Customer Support not available.,1.0,4,0,1,,Negative,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.4019}",0.4019,0,4,English
Gud quality by Bajaj and Packing is also very gud by Flipkart.,3.0,12,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,12,English
Not recommended at all | Worst Product cheap quality,1.0,9,0,1,,Negative,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.69}",-0.69,0,9,English
A good handy 4k media streamer with few problems,3.0,9,0,1,,Positive,"{'neg': 0.233, 'neu': 0.517, 'pos': 0.25, 'compound': 0.0516}",0.0516,2,9,English
Packing itself was in doubtful state. not working at all.,1.0,10,0,1,,Negative,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}",-0.34,0,10,English
Easy to clean and good to use,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.32, 'pos': 0.68, 'compound': 0.8176}",0.8176,2,7,English
Woww Product...,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,English
"Poor Quality, Don't Waste Your Money !",1.0,7,0,1,,Negative,"{'neg': 0.349, 'neu': 0.411, 'pos': 0.24, 'compound': -0.264}",-0.264,0,7,English
Excellent laptop!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.2, 'pos': 0.8, 'compound': 0.6114}",0.6114,2,2,Other/Mixed
good entrylevel product,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,2,3,English
Must Buy.......,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,English
"एकदम ओरिजिनल है, क्वालिटी बहुत भारी है।",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7,Hindi
not a great product comparing to its price,3.0,8,0,1,,Negative,"{'neg': 0.354, 'neu': 0.646, 'pos': 0.0, 'compound': -0.5096}",-0.5096,0,8,English
awesome,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,2,1,Other/Mixed
Priced good!,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.239, 'pos': 0.761, 'compound': 0.4926}",0.4926,2,2,English
"काफी समय से ढूंढ रहा था, फाइनली मिल गया!",5.0,9,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,9,Hindi
Worth for Money..,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}",0.2263,2,3,English
Good for simple work and medium gaming,4.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,2,7,English
Consistent performer,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,English
"वजन खूप जास्त आहे, पकडायला त्रास होतो.",2.0,7,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7,Marathi
Awesome deal!!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.176, 'pos': 0.824, 'compound': 0.6892}",0.6892,2,2,English
Easy to setup,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,2,3,English
Bad product really disappointed,1.0,4,0,1,,Negative,"{'neg': 0.775, 'neu': 0.225, 'pos': 0.0, 'compound': -0.7841}",-0.7841,0,4,English
Moderate,2.0,1,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,1,Other/Mixed
"सर्व्हिस खूप स्लो आहे, डिलिव्हरी उशिरा मिळाली.",2.0,7,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7,Marathi
